vendorID,PickupDatetime,DropoffDatetime,PickupDate,DropoffDate,Duration,passengerCount,tripDistance,puLocationId,doLocationId,pickupLongitude,pickupLatitude,dropoffLongitude,dropoffLatitude,rateCodeID,storeAndFwdFlag,paymentType,fareAmount,extra,mtaTax,improvementSurcharge,tipAmount,tollsAmount,ehailFee,totalAmount,tripType
2,2014-08-25 19:00:11,2014-08-25 19:30:11,2014-08-25,2014-08-25,1800,2,11.58,,,-73.9527359008789,40.8110466003418,-73.97380065917969,40.89657211303711,4,N,2,39.0,1.0,0.5,,0.0,11.0,,51.5,1
1,2014-08-14 17:22:56,2014-08-14 18:11:00,2014-08-14,2014-08-14,2884,2,13.2,,,-73.94190979003906,40.84203338623047,-74.04547119140625,40.724853515625,1,N,2,42.5,1.0,0.5,,0.0,11.0,,55.0,1
2,2014-05-30 19:15:49,2014-05-30 19:24:29,2014-05-30,2014-05-30,520,5,5.99,,,-73.93111419677734,40.8444709777832,-73.93726348876953,40.84709930419922,1,N,2,25.0,1.0,0.5,,0.0,11.0,,37.5,1
2,2014-09-25 19:16:08,2014-09-25 19:27:50,2014-09-25,2014-09-25,702,5,3.67,,,-73.9410171508789,40.84004592895508,-73.97614288330078,40.84954071044922,4,N,2,18.5,1.0,0.5,,0.0,11.0,,31.0,1
1,2014-09-09 19:30:20,2014-09-09 20:19:19,2014-09-09,2014-09-09,2939,4,13.6,,,-73.95865631103516,40.81052780151367,-74.07266235351562,40.814842224121094,1,N,2,49.0,1.0,0.5,,0.0,11.0,,61.5,1
2,2014-09-23 17:03:03,2014-09-23 18:34:32,2014-09-23,2014-09-23,5489,5,21.29,,,-73.9244155883789,40.74406051635742,-74.17764282226562,40.6903076171875,3,N,2,95.5,1.0,0.0,,0.0,11.0,,107.5,1
2,2014-08-01 18:52:01,2014-08-01 20:00:48,2014-08-01,2014-08-01,4127,5,14.02,,,-73.9209213256836,40.75653076171875,-74.10501861572266,40.82066345214844,1,N,2,56.0,1.0,0.5,,0.0,11.0,,68.5,1
2,2014-08-25 16:07:32,2014-08-25 17:04:16,2014-08-25,2014-08-25,3404,3,17.58,,,-73.9796142578125,40.674415588378906,-74.17758178710938,40.695377349853516,1,N,2,57.5,1.0,0.5,,0.0,11.0,,70.0,1
2,2014-08-14 16:50:27,2014-08-14 18:29:41,2014-08-14,2014-08-14,5954,5,23.88,,,-73.98737335205078,40.7044563293457,-74.31082153320312,40.80100631713867,1,N,2,89.0,1.0,0.5,,0.0,11.0,,101.5,1
2,2014-08-07 17:29:10,2014-08-07 18:38:53,2014-08-07,2014-08-07,4183,5,16.65,,,-73.95518493652344,40.694705963134766,-74.17682647705078,40.692169189453125,3,N,2,80.0,1.0,0.0,,0.0,11.0,,92.0,1
2,2014-05-15 16:42:47,2014-05-15 18:23:38,2014-05-15,2014-05-15,6051,3,23.27,,,-73.96383666992188,40.692047119140625,-74.25859832763672,40.81252670288086,1,N,1,85.0,1.0,0.5,,0.0,11.0,,97.5,1
2,2014-09-25 16:12:14,2014-09-25 16:26:10,2014-09-25,2014-09-25,836,5,4.87,,,-73.94198608398438,40.8418083190918,-73.9740982055664,40.867401123046875,4,N,1,23.0,1.0,0.5,,0.0,11.0,,35.5,1
2,2014-09-19 18:15:54,2014-09-19 18:56:32,2014-09-19,2014-09-19,2438,5,26.14,,,-73.964111328125,40.807884216308594,-74.17733001708984,40.69521713256836,3,N,1,86.5,1.0,0.0,,0.0,11.0,,98.5,1
2,2014-09-11 19:20:53,2014-09-11 20:08:37,2014-09-11,2014-09-11,2864,2,19.63,,,-73.97374725341797,40.68790817260742,-74.18994140625,40.688995361328125,3,N,1,72.0,1.0,0.0,,0.0,11.0,,84.0,1
1,2014-09-15 16:24:05,2014-09-15 17:01:05,2014-09-15,2014-09-15,2220,3,23.8,,,-73.9417953491211,40.83856964111328,-74.17709350585938,40.69509506225586,3,N,1,82.0,1.0,0.0,,0.0,11.0,,94.0,1
2,2014-08-07 18:15:35,2014-08-07 19:08:11,2014-08-07,2014-08-07,3156,6,10.36,,,-73.93846893310547,40.79216766357422,-73.98904418945312,40.80667495727539,1,N,1,39.0,1.0,0.5,,0.0,11.0,,51.5,1
2,2014-05-09 20:01:15,2014-05-09 20:16:36,2014-05-09,2014-05-09,921,2,5.87,,,-73.93682098388672,40.849002838134766,-73.90264892578125,40.91645812988281,1,N,2,18.5,1.0,0.5,,0.0,2.44,,22.44,1
2,2014-09-17 19:38:16,2014-09-17 19:51:29,2014-09-17,2014-09-17,793,2,6.03,,,-73.94010925292969,40.83988571166992,-73.90243530273438,40.91245651245117,1,N,2,18.5,1.0,0.5,,0.0,2.44,,22.44,1
2,2014-09-25 16:36:17,2014-09-25 17:35:45,2014-09-25,2014-09-25,3568,2,13.34,,,-73.9427719116211,40.8409538269043,-73.92143249511719,40.86770248413086,1,N,2,49.5,1.0,0.5,,0.0,2.44,,53.44,1
1,2014-09-26 19:52:47,2014-09-26 20:09:14,2014-09-26,2014-09-26,987,2,6.3,,,-73.96514129638672,40.80606460571289,-73.91468048095703,40.88446044921875,1,N,2,20.0,1.0,0.5,,0.0,2.44,,23.94,1
2,2014-09-12 19:48:34,2014-09-12 20:07:44,2014-09-12,2014-09-12,1150,2,6.8,,,-73.93933868408203,40.8427619934082,-73.90110778808594,40.92132568359375,1,N,1,22.0,1.0,0.5,,0.0,2.44,,25.94,1
2,2014-09-18 18:53:19,2014-09-18 19:09:26,2014-09-18,2014-09-18,967,2,6.72,,,-73.96288299560547,40.81085968017578,-73.91634368896484,40.89341735839844,1,N,2,20.0,1.0,0.5,,0.0,2.44,,23.94,1
2,2014-09-23 19:23:34,2014-09-23 19:35:44,2014-09-23,2014-09-23,730,2,6.16,,,-73.94024658203125,40.8402099609375,-73.90250396728516,40.91204071044922,1,N,2,18.5,1.0,0.5,,0.0,2.44,,22.44,1
2,2014-09-10 16:13:50,2014-09-10 16:20:49,2014-09-10,2014-09-10,419,3,3.53,,,-73.94269561767578,40.840450286865234,-73.91845703125,40.878562927246094,1,N,2,11.5,1.0,0.5,,0.0,2.44,,15.44,1
2,2014-08-13 18:22:49,2014-08-13 18:35:40,2014-08-13,2014-08-13,771,2,3.63,,,-73.92219543457031,40.86733627319336,-73.91124725341797,40.89764404296875,1,N,2,13.5,1.0,0.5,,0.0,2.44,,17.44,1
2,2014-09-02 16:24:05,2014-09-02 16:51:40,2014-09-02,2014-09-02,1655,5,15.51,,,-73.88005828857422,40.87973403930664,-73.99270629882812,40.74879837036133,1,N,1,44.0,1.0,0.5,,0.0,2.44,,47.94,1
2,2014-08-05 19:34:06,2014-08-05 19:59:06,2014-08-05,2014-08-05,1500,5,7.97,,,-73.95230102539062,40.798343658447266,-73.90869140625,40.88698196411133,1,N,1,27.0,1.0,0.5,,0.0,2.44,,30.94,1
2,2014-05-08 17:30:53,2014-05-08 17:47:10,2014-05-08,2014-05-08,977,5,6.37,,,-73.96221160888672,40.81040954589844,-73.91854858398438,40.876861572265625,1,N,2,20.0,1.0,0.5,,0.0,2.44,,23.94,1
2,2014-05-16 18:10:14,2014-05-16 18:38:52,2014-05-16,2014-05-16,1718,5,7.63,,,-73.95836639404297,40.815460205078125,-73.89982604980469,40.90553283691406,1,N,2,26.5,1.0,0.5,,0.0,2.44,,30.44,1
2,2014-05-02 16:11:44,2014-05-02 16:36:36,2014-05-02,2014-05-02,1492,5,7.68,,,-73.95835876464844,40.813289642333984,-73.90673065185547,40.90695571899414,1,N,2,26.0,1.0,0.5,,0.0,2.44,,29.94,1
2,2014-09-02 17:51:51,2014-09-02 18:01:12,2014-09-02,2014-09-02,561,5,3.51,,,-73.94237518310547,40.84095001220703,-73.9170913696289,40.87812805175781,1,N,2,12.5,1.0,0.5,,0.0,2.44,,16.44,1
2,2014-09-02 18:11:50,2014-09-02 18:26:16,2014-09-02,2014-09-02,866,5,5.07,,,-73.9364242553711,40.85040283203125,-73.90113830566406,40.88620376586914,1,N,2,17.0,1.0,0.5,,0.0,2.44,,20.94,1
2,2014-09-17 16:17:21,2014-09-17 16:28:09,2014-09-17,2014-09-17,648,5,4.21,,,-73.94261169433594,40.84123992919922,-73.9171142578125,40.889549255371094,1,N,2,14.5,1.0,0.5,,0.0,2.44,,18.44,1
2,2014-09-24 19:09:45,2014-09-24 19:39:24,2014-09-24,2014-09-24,1779,5,9.15,,,-73.9485855102539,40.785926818847656,-73.91127014160156,40.88759231567383,1,N,2,31.0,1.0,0.5,,0.0,2.44,,34.94,1
2,2014-09-12 16:32:44,2014-09-12 16:58:00,2014-09-12,2014-09-12,1516,5,12.97,,,-73.87984466552734,40.87969970703125,-73.96075439453125,40.79766845703125,1,N,2,37.5,1.0,0.5,,0.0,2.44,,41.44,1
2,2014-09-19 18:09:53,2014-09-19 18:31:42,2014-09-19,2014-09-19,1309,5,5.93,,,-73.95781707763672,40.81610107421875,-73.90774536132812,40.884124755859375,1,N,2,22.0,1.0,0.5,,0.0,2.44,,25.94,1
2,2014-09-04 18:00:51,2014-09-04 18:11:35,2014-09-04,2014-09-04,644,5,4.66,,,-73.9425277709961,40.84103012084961,-73.90283203125,40.88975143432617,1,N,2,15.0,1.0,0.5,,0.0,2.44,,18.94,1
2,2014-09-11 17:17:26,2014-09-11 17:28:28,2014-09-11,2014-09-11,662,5,3.55,,,-73.94230651855469,40.840999603271484,-73.91497039794922,40.87881851196289,1,N,2,13.5,1.0,0.5,,0.0,2.44,,17.44,1
2,2014-09-11 19:42:12,2014-09-11 19:51:45,2014-09-11,2014-09-11,573,5,4.13,,,-73.9425048828125,40.841583251953125,-73.92070770263672,40.88006591796875,1,N,2,13.5,1.0,0.5,,0.0,2.44,,17.44,1
2,2014-09-08 17:15:25,2014-09-08 17:36:29,2014-09-08,2014-09-08,1264,5,6.37,,,-73.9586410522461,40.81557083129883,-73.91228485107422,40.88718032836914,1,N,2,23.0,1.0,0.5,,0.0,2.44,,26.94,1
2,2014-09-10 17:53:03,2014-09-10 18:13:44,2014-09-10,2014-09-10,1241,5,7.01,,,-73.9662094116211,40.80454635620117,-73.9095230102539,40.884281158447266,1,N,2,22.5,1.0,0.5,,0.0,2.44,,26.44,1
2,2014-09-15 16:42:38,2014-09-15 17:34:28,2014-09-15,2014-09-15,3110,5,9.62,,,-73.94563293457031,40.79010772705078,-73.91497039794922,40.884681701660156,1,N,2,38.5,1.0,0.5,,0.0,2.44,,42.44,1
2,2014-09-15 18:05:48,2014-09-15 18:16:01,2014-09-15,2014-09-15,613,5,4.12,,,-73.94255828857422,40.84108352661133,-73.90953826904297,40.887569427490234,1,N,2,14.5,1.0,0.5,,0.0,2.44,,18.44,1
2,2014-08-13 19:49:24,2014-08-13 19:58:51,2014-08-13,2014-08-13,567,5,3.66,,,-73.9423599243164,40.84230041503906,-73.91845703125,40.876731872558594,1,N,2,12.5,1.0,0.5,,0.0,2.44,,16.44,1
2,2014-08-05 19:18:24,2014-08-05 19:29:58,2014-08-05,2014-08-05,694,5,6.19,,,-73.95848846435547,40.815101623535156,-73.90681457519531,40.891014099121094,1,N,2,18.5,1.0,0.5,,0.0,2.44,,22.44,1
2,2014-08-19 17:00:27,2014-08-19 17:10:31,2014-08-19,2014-08-19,604,5,3.79,,,-73.9427719116211,40.84004211425781,-73.91610717773438,40.88268280029297,1,N,2,13.5,1.0,0.5,,0.0,2.44,,17.44,1
2,2014-08-20 18:46:29,2014-08-20 18:54:44,2014-08-20,2014-08-20,495,5,4.05,,,-73.94259643554688,40.840450286865234,-73.91323852539062,40.88899230957031,1,N,2,13.0,1.0,0.5,,0.0,2.44,,16.94,1
1,2014-05-14 22:30:05,2014-05-14 22:47:03,2014-05-14,2014-05-14,1018,2,7.5,,,-73.96649932861328,40.80432891845703,-73.90351104736328,40.887996673583984,1,N,2,23.0,0.5,0.5,,0.0,2.44,,26.44,1
1,2014-05-03 00:24:32,2014-05-03 00:41:09,2014-05-03,2014-05-03,997,2,8.4,,,-73.8967514038086,40.912593841552734,-73.95050048828125,40.821231842041016,1,N,2,24.5,0.5,0.5,,0.0,2.44,,27.94,1
1,2014-05-26 21:32:16,2014-05-26 21:53:36,2014-05-26,2014-05-26,1280,2,10.5,,,-73.9043197631836,40.90689468383789,-73.98688507080078,40.777610778808594,1,N,2,30.5,0.5,0.5,,0.0,2.44,,33.94,1
1,2014-05-26 23:29:18,2014-05-26 23:46:20,2014-05-26,2014-05-26,1022,2,6.4,,,-73.95277404785156,40.81081771850586,-73.91608428955078,40.88098907470703,1,N,2,20.5,0.5,0.5,,0.0,2.44,,23.94,1
2,2014-05-30 22:45:24,2014-05-30 23:10:55,2014-05-30,2014-05-30,1531,2,10.47,,,-73.95518493652344,40.78879165649414,-73.8971939086914,40.89872360229492,1,N,2,32.0,0.5,0.5,,0.0,2.44,,35.44,1
1,2014-09-06 00:04:12,2014-09-06 00:17:09,2014-09-06,2014-09-06,777,2,7.6,,,-73.93160247802734,40.86894226074219,-73.87641143798828,40.94590377807617,1,N,2,22.0,0.5,0.5,,0.0,2.44,,25.44,1
2,2014-09-06 03:03:14,2014-09-06 03:17:53,2014-09-06,2014-09-06,879,2,5.72,,,-73.93783569335938,40.847869873046875,-73.90234375,40.91592025756836,1,N,2,18.5,0.5,0.5,,0.0,2.44,,21.94,1
1,2014-09-19 20:47:50,2014-09-19 20:58:32,2014-09-19,2014-09-19,642,2,4.6,,,-73.9498062133789,40.82709503173828,-73.91815185546875,40.87708282470703,1,N,2,15.0,0.5,0.5,,0.0,2.44,,18.44,1
2,2014-09-04 21:12:20,2014-09-04 21:22:57,2014-09-04,2014-09-04,637,2,3.93,,,-73.94198608398438,40.84205627441406,-73.91804504394531,40.87674331665039,1,N,2,13.5,0.5,0.5,,0.0,2.44,,16.94,1
1,2014-09-03 21:48:30,2014-09-03 22:06:11,2014-09-03,2014-09-03,1061,2,7.4,,,-73.94723510742188,40.80581283569336,-73.90901947021484,40.89243698120117,1,N,2,23.0,0.5,0.5,,0.0,2.44,,26.44,1
1,2014-08-09 00:58:36,2014-08-09 01:10:06,2014-08-09,2014-08-09,690,2,3.9,,,-73.93949890136719,40.84135055541992,-73.91275024414062,40.8858642578125,1,N,2,13.5,0.5,0.5,,0.0,2.44,,16.94,1
2,2014-08-24 23:41:38,2014-08-24 23:53:25,2014-08-24,2014-08-24,707,2,5.96,,,-73.96370697021484,40.807861328125,-73.91675567626953,40.87902069091797,1,N,2,18.5,0.5,0.5,,0.0,2.44,,21.94,1
1,2014-08-25 00:40:20,2014-08-25 00:51:25,2014-08-25,2014-08-25,665,2,4.4,,,-73.93915557861328,40.8419075012207,-73.90506744384766,40.88824462890625,1,Y,2,14.5,0.5,0.5,,0.0,2.44,,17.94,1
1,2014-08-31 20:52:55,2014-08-31 21:05:17,2014-08-31,2014-08-31,742,2,6.2,,,-73.96295928955078,40.80897521972656,-73.91279602050781,40.885868072509766,1,N,2,18.5,0.5,0.5,,0.0,2.44,,21.94,1
2,2014-08-31 21:35:58,2014-08-31 21:45:54,2014-08-31,2014-08-31,596,2,5.78,,,-73.95877838134766,40.82035446166992,-73.907470703125,40.88793182373047,1,N,2,17.0,0.5,0.5,,0.0,2.44,,20.44,1
1,2014-08-07 22:27:23,2014-08-07 22:51:19,2014-08-07,2014-08-07,1436,2,7.6,,,-73.95549011230469,40.804542541503906,-73.90501403808594,40.8861198425293,1,N,2,25.0,0.5,0.5,,0.0,2.44,,28.44,1
2,2014-05-14 21:20:45,2014-05-14 21:58:17,2014-05-14,2014-05-14,2252,2,16.36,,,-73.83023834228516,40.759437561035156,-73.79718017578125,40.593421936035156,1,N,2,47.5,0.5,0.5,,0.0,2.0,,50.5,1
2,2014-05-06 04:49:24,2014-05-06 05:32:13,2014-05-06,2014-05-06,2569,2,23.43,,,-73.90115356445312,40.75971221923828,-73.80875396728516,40.58991622924805,1,N,2,65.5,0.5,0.5,,0.0,2.0,,68.5,1
1,2014-05-07 04:08:47,2014-05-07 04:22:58,2014-05-07,2014-05-07,851,2,6.3,,,-73.88130187988281,40.74924850463867,-73.81199645996094,40.70499038696289,1,N,2,19.5,0.5,0.5,,0.0,2.0,,22.5,1
2,2014-05-27 03:28:44,2014-05-27 04:02:17,2014-05-27,2014-05-27,2013,2,18.03,,,-73.88674926757812,40.74745559692383,-73.81464385986328,40.58673858642578,1,N,2,50.5,0.5,0.5,,0.0,2.0,,53.5,1
2,2014-09-06 02:46:26,2014-09-06 02:56:42,2014-09-06,2014-09-06,616,2,1.31,,,-73.89514923095703,40.746334075927734,-73.89270782470703,40.74843978881836,1,N,2,8.0,0.5,0.5,,0.0,2.0,,11.0,1
2,2014-09-06 03:54:24,2014-09-06 04:03:48,2014-09-06,2014-09-06,564,2,1.46,,,-73.88311767578125,40.747581481933594,-73.86260986328125,40.75297164916992,1,N,2,8.0,0.5,0.5,,0.0,2.0,,11.0,1
2,2014-09-18 03:43:59,2014-09-18 03:53:43,2014-09-18,2014-09-18,584,2,1.29,,,-73.83045196533203,40.759910583496094,-73.82022094726562,40.76625061035156,1,N,2,8.5,0.5,0.5,,0.0,2.0,,11.5,1
1,2014-09-20 01:11:57,2014-09-20 02:27:57,2014-09-20,2014-09-20,4560,2,23.9,,,-73.97035217285156,40.645050048828125,-73.9289321899414,40.65612030029297,1,N,2,73.0,0.5,0.5,,0.0,2.0,,76.0,1
2,2014-09-22 00:21:08,2014-09-22 00:36:37,2014-09-22,2014-09-22,929,2,4.3,,,-73.8536148071289,40.752193450927734,-73.84781646728516,40.78694534301758,1,N,2,16.0,0.5,0.5,,0.0,2.0,,19.0,1
